PROJECT	SPECTRA_IN_REL_CLUSTERS	CORRECT_SPECTRA	INCORRECT_SPECTRA	CONTAMINANT_CORRECT_SPECTRA	CONTAMINANT_INCORRECT_SPECTRA
PRD000721;PRIDE_Exp_Complete_Ac_25331.xml	25	25	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25332.xml	16	16	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25333.xml	92	90	2	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25334.xml	90	90	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25335.xml	143	141	2	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25336.xml	81	81	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25337.xml	63	63	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25338.xml	95	94	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25339.xml	64	64	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25340.xml	51	51	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25341.xml	40	40	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25342.xml	18	18	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25343.xml	113	108	5	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25344.xml	159	157	2	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25345.xml	194	190	4	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25346.xml	131	127	4	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25347.xml	94	92	2	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25348.xml	103	102	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25349.xml	77	77	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25350.xml	46	46	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25351.xml	43	42	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25352.xml	133	133	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25353.xml	145	144	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25354.xml	233	222	11	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25355.xml	132	131	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25356.xml	125	124	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25357.xml	118	114	4	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25358.xml	97	94	3	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25359.xml	59	59	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25360.xml	33	33	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25361.xml	59	59	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25362.xml	143	143	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25363.xml	176	173	3	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25364.xml	261	255	6	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25365.xml	137	136	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25366.xml	134	134	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25367.xml	108	108	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25368.xml	94	92	2	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25369.xml	57	56	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25370.xml	29	29	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25371.xml	60	58	2	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25372.xml	135	132	3	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25373.xml	160	160	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25374.xml	227	220	7	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25375.xml	155	151	4	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25376.xml	134	134	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25377.xml	101	98	3	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25378.xml	76	76	NA	1	NA
PRD000721;PRIDE_Exp_Complete_Ac_25379.xml	42	41	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25380.xml	26	26	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25381.xml	78	77	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25382.xml	135	134	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25383.xml	172	167	5	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25384.xml	230	223	7	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25385.xml	130	125	5	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25386.xml	127	125	2	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25387.xml	108	107	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25388.xml	92	89	3	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25389.xml	47	47	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25390.xml	33	32	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25391.xml	45	43	2	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25392.xml	144	143	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25393.xml	162	160	2	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25394.xml	262	257	5	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25395.xml	125	124	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25396.xml	125	125	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25397.xml	120	118	2	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25398.xml	119	117	2	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25399.xml	53	52	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25400.xml	38	38	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25401.xml	63	62	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25402.xml	134	134	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25403.xml	173	172	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25404.xml	267	259	8	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25405.xml	151	147	4	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25406.xml	171	170	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25407.xml	141	141	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25408.xml	112	112	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25409.xml	72	72	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25410.xml	38	38	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25411.xml	70	70	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25412.xml	140	139	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25413.xml	156	155	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25414.xml	268	264	4	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25415.xml	154	152	2	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25416.xml	155	155	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25417.xml	130	125	5	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25418.xml	120	120	NA	1	NA
PRD000721;PRIDE_Exp_Complete_Ac_25419.xml	67	66	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25420.xml	38	38	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25421.xml	55	54	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25422.xml	127	126	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25423.xml	167	161	6	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25424.xml	233	226	7	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25425.xml	161	159	2	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25426.xml	140	140	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25427.xml	128	128	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25428.xml	119	119	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25429.xml	55	55	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25430.xml	41	40	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25431.xml	34	34	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25432.xml	124	123	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25433.xml	198	193	5	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25434.xml	264	255	9	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25435.xml	151	150	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25436.xml	156	154	2	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25437.xml	136	135	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25438.xml	117	116	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25439.xml	59	59	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25440.xml	41	41	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25441.xml	86	85	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25442.xml	126	125	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25443.xml	260	251	9	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25444.xml	135	133	2	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25445.xml	155	153	2	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25446.xml	131	131	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25447.xml	159	156	3	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25448.xml	98	98	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25449.xml	62	61	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25450.xml	30	28	2	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25451.xml	101	100	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25452.xml	122	121	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25453.xml	235	229	6	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25454.xml	157	153	4	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25455.xml	141	137	4	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25456.xml	120	120	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25457.xml	1	1	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25458.xml	80	80	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25459.xml	48	47	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25460.xml	25	25	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25461.xml	85	84	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25462.xml	113	113	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25463.xml	214	211	3	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25464.xml	116	114	2	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25465.xml	110	107	3	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25466.xml	99	96	3	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25467.xml	126	123	3	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25468.xml	92	92	NA	1	NA
PRD000721;PRIDE_Exp_Complete_Ac_25469.xml	56	55	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25470.xml	24	23	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25471.xml	164	161	3	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25472.xml	152	149	3	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25473.xml	325	318	7	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25474.xml	210	207	3	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25475.xml	145	142	3	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25476.xml	137	137	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25477.xml	159	157	2	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25478.xml	150	148	2	1	NA
PRD000721;PRIDE_Exp_Complete_Ac_25479.xml	87	87	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25480.xml	50	50	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25481.xml	59	59	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25482.xml	138	134	4	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25483.xml	240	234	6	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25484.xml	117	116	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25485.xml	142	138	4	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25486.xml	126	125	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25487.xml	126	125	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25488.xml	92	92	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25489.xml	59	57	2	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25490.xml	31	31	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25491.xml	83	82	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25492.xml	117	116	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25493.xml	257	249	8	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25494.xml	133	131	2	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25495.xml	146	142	4	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25496.xml	144	142	2	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25497.xml	152	152	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25498.xml	117	115	2	1	NA
PRD000721;PRIDE_Exp_Complete_Ac_25499.xml	68	68	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25500.xml	47	47	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25501.xml	109	108	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25502.xml	128	125	3	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25503.xml	240	231	9	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25504.xml	133	130	3	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25505.xml	135	134	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25506.xml	140	140	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25507.xml	135	134	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25508.xml	111	108	3	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25509.xml	62	62	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25510.xml	23	23	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25511.xml	60	56	4	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25512.xml	192	192	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25513.xml	238	234	4	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25514.xml	162	156	6	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25515.xml	142	141	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25516.xml	151	150	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25517.xml	133	133	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25518.xml	113	112	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25519.xml	33	32	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25520.xml	42	42	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25521.xml	53	53	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25522.xml	95	95	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25523.xml	165	163	2	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25524.xml	214	209	5	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25525.xml	139	138	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25526.xml	147	145	2	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25527.xml	116	116	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25528.xml	94	93	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25529.xml	67	67	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25530.xml	30	30	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25531.xml	115	114	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25532.xml	120	120	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25533.xml	160	155	5	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25534.xml	239	234	5	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25535.xml	146	146	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25536.xml	140	138	2	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25537.xml	143	142	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25538.xml	95	94	1	1	NA
PRD000721;PRIDE_Exp_Complete_Ac_25539.xml	63	63	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25540.xml	29	29	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25541.xml	73	73	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25542.xml	138	138	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25543.xml	174	169	5	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25544.xml	187	181	6	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25545.xml	118	118	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25546.xml	99	98	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25547.xml	136	133	3	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25548.xml	71	70	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25549.xml	56	54	2	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25550.xml	27	27	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25551.xml	77	76	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25552.xml	132	132	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25553.xml	202	199	3	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25554.xml	224	218	6	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25555.xml	125	122	3	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25556.xml	136	135	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25557.xml	131	128	3	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25558.xml	111	110	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25559.xml	65	65	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25560.xml	21	21	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25561.xml	40	39	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25562.xml	132	131	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25563.xml	176	175	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25564.xml	201	195	6	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25565.xml	116	114	2	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25566.xml	114	114	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25567.xml	106	106	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25568.xml	75	75	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25569.xml	51	50	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25570.xml	26	26	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25571.xml	62	61	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25572.xml	153	153	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25573.xml	164	163	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25574.xml	252	246	6	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25575.xml	159	154	5	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25576.xml	153	152	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25577.xml	145	145	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25578.xml	100	99	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25579.xml	71	71	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25580.xml	28	28	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25581.xml	71	69	2	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25582.xml	139	137	2	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25583.xml	212	210	2	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25584.xml	180	178	2	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25585.xml	145	144	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25586.xml	111	111	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25587.xml	126	121	5	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25588.xml	82	82	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25589.xml	49	49	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25590.xml	33	33	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25591.xml	74	74	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25592.xml	148	148	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25593.xml	216	210	6	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25594.xml	190	188	2	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25595.xml	142	141	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25596.xml	119	118	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25597.xml	122	121	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25598.xml	78	78	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25599.xml	53	53	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25600.xml	23	23	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25601.xml	87	83	4	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25602.xml	159	158	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25603.xml	225	221	4	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25604.xml	206	202	4	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25605.xml	142	140	2	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25606.xml	138	138	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25607.xml	128	128	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25608.xml	83	83	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25609.xml	66	66	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25610.xml	29	29	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25611.xml	64	63	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25612.xml	153	150	3	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25613.xml	203	196	7	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25614.xml	216	208	8	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25615.xml	138	138	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25616.xml	122	122	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25617.xml	106	104	2	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25618.xml	76	76	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25619.xml	51	50	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25620.xml	22	22	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25621.xml	58	58	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25622.xml	127	127	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25623.xml	163	161	2	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25624.xml	226	218	8	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25625.xml	138	135	3	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25626.xml	132	127	5	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25627.xml	103	101	2	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25628.xml	110	107	3	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25629.xml	63	63	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25630.xml	29	29	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25631.xml	27	26	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25632.xml	103	102	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25633.xml	139	139	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25634.xml	184	181	3	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25635.xml	130	128	2	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25636.xml	109	109	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25637.xml	101	100	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25638.xml	50	49	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25639.xml	52	52	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25640.xml	21	20	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25641.xml	92	92	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25642.xml	137	136	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25643.xml	239	233	6	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25644.xml	124	120	4	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25645.xml	116	114	2	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25646.xml	119	119	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25647.xml	110	107	3	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25648.xml	94	93	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25649.xml	49	49	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25650.xml	15	15	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25651.xml	53	53	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25652.xml	129	127	2	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25653.xml	157	157	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25654.xml	225	221	4	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25655.xml	127	124	3	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25656.xml	138	138	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25657.xml	139	135	4	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25658.xml	115	111	4	NA	NA
